会員ID,登録エリア,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答施設,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度(施設全体),満足度(施設全体)の理由,0,1,5,65,1958,124823,熊川宿 エリア,,男,60代,岐阜県,羽島市,分からない/無回答,mobile/android,2023-04-28 21:25:52,4月,北陸新幹線 越前たけふ駅 エリア,道の駅「越前たけふ」,38.北陸新幹線 越前たけふ駅 エリア,越前市,丹南,日帰り,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"その他スポーツ（ゴルフ、テニスなど）
","自家用車
",どちらでもない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","1,000円以上 3,000円未満",初めて,"観光パンフレット・ポスター
",選択なし/該当施設なし,"1,000円未満",満足,感じなかった,また行きたい（1年以内）,10,53,1970,131641,越前大野城・城下町 エリア,女,50代,福井県,福井市,100万円以上 200万円未満,mobile/iphone,2023-04-29 22:39:18,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,友人,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
まちあるき、都市散策
","県外から訪れていない（福井県在住）
","10,000円以上 20,000円未満",使わない,2～5回目,"Instagram
友人・知人
","落ち着いた街並みに綺麗な景色。
あと温かい人柄。",福井県在住,38,1985,131782,一乗谷朝倉氏遺跡 エリア,30代,神奈川県,逗子市,800万円以上 900万円未満,2023-04-30 22:49:34,福井県立一乗谷朝倉氏遺跡博物館,06.一乗谷朝倉氏遺跡 エリア,福井市・永平寺町,小学生以下連れの家族,"地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
友人・親戚を尋ねる
","新幹線
","30,000円以上 40,000円未満","インターネット・アプリ
",不満,施設はなかなか見応えあり満足だったのですが、チケット販売受付の方が大変無愛想で、こちらの質問にとても冷たく対応され不快感を覚えました。その点だけとても残念に思いました。博物館のスタッフの方は皆様にこやかでしたが、復原町並の方のおばさん、なんとかして欲しいです。,機会があれば行きたい,8,132017,レインボーライン エリア,京都府,宇治市,300万円以上 400万円未満,2023-05-01 22:59:08,5月,77.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,夫婦2人,"地元の美味しいものを食べる
","40,000円以上 50,000円未満",とても満足,9,57,1966,132126,大本山 永平寺 エリア,兵庫県,姫路市,700万円以上 800万円未満,2023-05-02 22:17:08,大本山 永平寺,34.大本山 永平寺 エリア,永平寺町,2泊,福井エリア（福井市・永平寺町）,"名所、旧跡の観光
スポーツ観戦や芸能鑑賞（コンサート等）
","インターネット・アプリ
ブログ
観光協会等の案内所
",越前大野城,北の庄城址・柴田公園,49,1974,132330,道の駅「恐竜渓谷かつやま」 エリア,40代,石川県,金沢市,400万円以上 500万円未満,2023-05-03 23:22:22,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市観光まちづくり(株),"地元の美味しいものを食べる
名所、旧跡の観光
",千古の家(坪川家住宅),33,1990,132644,無回答,静岡県,駿東郡,100万円未満,2023-05-04 23:39:54,三国・あわらエリア（あわら市・坂井市）,その他家族,"宿でのんびり過ごす
名所、旧跡の観光
","新聞・雑誌・ガイドブック
インターネット・アプリ
",道の駅「九頭竜・和泉ふれあい会館」,東尋坊,大野城の入館料が高いため,霧が出ていなかったため,感じた,駐車場周辺道路が狭い,無料駐車場、無料休憩所,湧き水を安心して飲める設備。ひしゃくは皆が口づけするので敬遠したい。,どちらともいえない,安価でカニの食べ放題ができるとよいが、現状、高くて手が出ない,56,1967,132854,愛知県,名古屋市港区,2023-05-05 23:40:12,"名所、旧跡の観光
",きれいに掃除もされていて、歩いていて気持ちよかったです。,観光マップの食事や城下町に何があるのか分かりづらかったです。,お城からの景色がとてもよく、お城までの自然の中を歩くのも、とても気持ちよかったです。,お城目的で、城下町の下調べ無しで出掛けたので、もう少し分かりやすい掲示板やマップがほしかったです。お蕎麦やさん情報も欲しかったです。,お蕎麦が好きなので、美味しいお蕎麦を紹介してほしいです。,37,1986,133075,web,野々市市,2023-05-06 23:56:53,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,"お祭りやイベントへの参加・見物
友人・親戚を尋ねる
","友人・知人
",西山動物園,58,1965,133232,明通寺 エリア,東京都,墨田区,2023-05-07 23:50:42,73.明通寺 エリア,小浜市,嶺南西部,(株)まちづくり小浜,"新聞・雑誌・ガイドブック
",若狭フィッシャーマンズワーフ,明通寺、国宝だから。,水羊羹を買おうと思ったが原材料が国産の記載が無かったため購入しなかった。その他の加工品でも原材料の産地の記載をして欲しい。,24,1999,133011,うるしの里 エリア,20代,2023-05-08 23:31:17,福井駅前 エリア,福井市観光物産館 福福館,01.福井駅前 エリア,4泊以上,11回目以上,営業時間,131930,江戸川区,"900万円以上 1,000万円未満",2023-05-09 23:17:05,3泊,"在来線
","路線バス
","50,000円以上 100,000円未満",養浩館庭園,47,1976,133261,港区,"1,500万円以上",2023-05-10 23:57:15,石川県加賀市,"まちあるき、都市散策
","飛行機
","レンタサイクル
",坂がきつかったが、食べ物のお店にちょこちょこ寄れたのは良かった,"20,000円以上 30,000円未満","観光協会等の案内所
",一乗谷朝倉氏遺跡,観光地観光地していて、厳かな雰囲気ではなく残念だった,胡麻豆腐が有名で購入はしたが、割高だなぁと感じた。胡麻豆腐に限らず、せっかくのご当地なら、ご当地だからこその価格帯になると嬉しい。東京で買うのと一緒ではつまらない。,7,74,1949,133482,70代,滋賀県,近江八幡市,2023-05-11 23:55:37,あわら湯のまち エリア,大江戸温泉物語芦原温泉あわら,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,"宿でのんびり過ごす
温泉や露天風呂
",越前がにミュージアム
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,,,,,,,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",とても満足,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",,2～5回目,,,使わない,,,,,,,,料理宿 やまざき,,,,,,,,57.越前海岸 くりや旅館街 エリア,越前町,丹南,,,,,,,,,,,,,,20代,,,,,,,,,,,"20,000円以上 30,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,,,,,,,,,24,1999,132577,女,愛知県,名古屋市瑞穂区,400万円以上 500万円未満,2023-05-04 17:12:46,福井県内には宿泊しない,中学生以上連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
","インターネット・アプリ
Instagram
",白山平泉寺歴史探遊館 まほろば,選択なし/該当施設なし,,,感じなかった,,,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,,,,,,,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",満足,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,道の駅「越前たけふ」,,,,,,,,38.北陸新幹線 越前たけふ駅 エリア,越前市,丹南,,,,,,,,,,,,,,20代,,,,,,,,,,,"3,000円以上 5,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,4泊以上,,,,,,,,,,,,,,,,,,,,28,1995,132526,男,東京都,板橋区,500万円以上 600万円未満,2023-05-04 17:01:04,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,親,"友人・親戚を尋ねる
","友人・知人
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,,,,,,,,,,,mobile/iphone,,,,,,,,,,石川県加賀市,,,"自家用車
",満足,"10,000円以上 20,000円未満","5,000円以上 10,000円未満",,初めて,,,"3,000円以上 5,000円未満",,,,,,,,大本山 永平寺,,,,,,,,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,,,,,,,,,,,,,20代,,,,,,,,,,,"20,000円以上 30,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,,,,,,,,,28,1995,132572,女,滋賀県,愛知郡,"900万円以上 1,000万円未満",2023-05-04 16:52:51,福井エリア（福井市・永平寺町）,親,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
お祭りやイベントへの参加・見物
まちあるき、都市散策
","新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
宿泊施設
",大本山永平寺,福井駅,"永平寺を初めて訪れましたが、荘厳な雰囲気に圧倒されました。
参拝順序も分かりやすく、修行僧の方々が丁寧に案内してくださり見応えがありました。",永平寺の宝物館のみ、保護のためかもしれませんが暗くてよく見えなかったのが残念でした。,感じた,足腰の弱い祖父母も連れてきてあげたいと思いましたが、駐車場が遠かったり、施設の段差があったりで難しいなと感じました。,ゴールデンウィークでしたがスムーズに観光することができました。新緑の美しさと施設の荘厳さがマッチしていてとても気持ちの良い旅行ができました。,"駐車場がある施設がたくさんあると嬉しいなと思いました。
名物も色々食べられて満足しています。",また行きたい（1年以内）,その土地の名産品を使ったもの、その土地でないと食べられないものなど。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,,,,,,,,,,,mobile/android,,,,,,,,,,兵庫,,,"自家用車
",満足,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,熊川宿 エリア,,,,,,,,81.熊川宿 エリア,若狭町,嶺南東部,,,,,,,,,,,,,,60代,,,,,,,,,,,使わない,,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,60,1963,132573,男,山口県,山口市,700万円以上 800万円未満,2023-05-04 16:43:17,福井県内には宿泊しない,夫婦2人,"温泉や露天風呂
","観光パンフレット・ポスター
インターネット・アプリ
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,,,,,,,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",満足,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",,6～10回目,,,"5,000円以上 10,000円未満",,,,,,,,UMIKARA,,,,,,,,70.若狭高浜 エリア,高浜町,嶺南西部,,,,,,,,,,,,,,50代,,,,,,,,,,,"5,000円以上 10,000円未満",,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,,,,,,,,,54,1969,102794,女,福井県,吉田郡,"1,200万円以上 1,500万円未満",2023-05-04 16:26:50,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,夫婦2人,"まちあるき、都市散策
","観光連盟やDMOのHP
",道の駅「シーサイド高浜」,熊川宿,お魚などの海産物がおいしい。施設がきれいで充実している,お土産物がたくさんある,感じなかった,,渋滞がない。食べる物が美味しい,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,,,,,,,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",とても満足,"5,000円以上 10,000円未満","10,000円以上 20,000円未満",,初めて,,,"5,000円以上 10,000円未満",,,,,,,,えちぜん鉄道 永平寺口駅 エリア,,,,,,,,31.えちぜん鉄道 永平寺口駅 エリア,永平寺町,福井市・永平寺町,,,,,,,,,,,,,,40代,,,,,,,,,,,"10,000円以上 20,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,2泊,,,,,,,,,,,,,,,,,,,,40,1983,132571,女,大阪府,堺市美原区,200万円以上 300万円未満,2023-05-04 16:24:14,福井エリア（福井市・永平寺町）,中学生以上連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
","友人・知人
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"在来線
徒歩
",とても満足,"20,000円以上 30,000円未満","30,000円以上 40,000円未満",,初めて,,,"10,000円以上 20,000円未満",,,,,,,,福井マンテンホテル駅前,,,,,,,,02.福井駅前 エリア（宿泊施設）,福井市,福井市・永平寺町,,,,,,,,,,,,,,50代,,,,,,,,,,,"10,000円以上 20,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,4泊以上,,,,,,,,,,,,,,,,,,,,59,1964,132570,男,東京都,大田区,600万円以上 700万円未満,2023-05-04 16:22:39,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
","新聞・雑誌・ガイドブック
インターネット・アプリ
",北の庄城址・柴田公園,選択なし/該当施設なし,,,感じなかった,,,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",どちらでもない,"1,000円以上 3,000円未満",使わない,,初めて,,,使わない,,,,,,,,JR芦原温泉駅 エリア,,,,,,,,16.JR芦原温泉駅 エリア,あわら市,あわら市・坂井市,,,,,,,,,,,,,,50代,,,,,,,,,,,使わない,,不満,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,52,1971,132567,女,福井県,福井市,100万円以上 200万円未満,2023-05-04 16:21:23,福井県内には宿泊しない,夫婦2人,"その他
","観光展・物産展
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じた,,,,福井県在住,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"レンタカー
",満足,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,2～5回目,,,"10,000円以上 20,000円未満",,,,,,,,若狭和田 エリア,,,,,,,,89.若狭和田 エリア,高浜町,嶺南西部,,,,,,,,,,,,,,40代,,,,,,,,,,,"10,000円以上 20,000円未満",,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,,,,,,,,,42,1981,132568,男,福井県,敦賀市,100万円以上 200万円未満,2023-05-04 16:18:15,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,その他家族,"アウトドア（海水浴、釣り、登山など）
","観光展・物産展
",氣比神宮,氣比神宮,,,感じなかった,,,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
レンタカー
",満足,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",,2～5回目,,,"1,000円未満",,,,,,,,明通寺 エリア,,,,,,,,73.明通寺 エリア,小浜市,嶺南西部,,,,,,,,,,,,,,40代,,,,,,,,,,,使わない,,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,40,1983,123689,男,福井県,鯖江市,700万円以上 800万円未満,2023-05-04 16:17:23,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,小学生以下連れの家族,"まちあるき、都市散策
","観光連盟やDMOのHP
",若狭三方縄文博物館,熊川宿,,,感じなかった,,,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,,,,,,,,,,,mobile/android,,,,,,,,,,京都府,,,"自家用車
",どちらでもない,"3,000円以上 5,000円未満","50,000円以上 100,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,道の駅「名田庄」,,,,,,,,86.名田庄 エリア,おおい町,嶺南西部,,,,,,,,,,,,,,40代,,,,,,,,,,,使わない,,どちらでもない,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,45,1978,132563,女,東京都,足立区,分からない/無回答,2023-05-04 16:12:04,福井県内には宿泊しない,中学生以上連れの家族,"ドライブ・ツーリング
","インターネット・アプリ
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,,,,,葛橋,,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",満足,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,福井県立一乗谷朝倉氏遺跡博物館,,,,,,,,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,,,,,,,,,,,,,50代,,,,,,,,,,,使わない,,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,58,1965,132558,女,滋賀県,栗東市,600万円以上 700万円未満,2023-05-04 16:00:54,福井県内には宿泊しない,夫婦2人,"名所、旧跡の観光
","新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
インターネット・アプリ
",一乗谷朝倉氏遺跡,選択なし/該当施設なし,,,感じなかった,,自分自身がずっと訪れたかった朝倉氏遺跡。当時を少しでも味わう事ができ感動しました。是非友達にも勧めたいです。,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"徒歩
",満足,"1,000円未満",使わない,,11回目以上,,,使わない,,,,,,,,あわら湯のまち エリア,,,,,,,,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,,,,,,,,,,,,,70代,,,,,,,,,,,使わない,,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,76,1947,126004,女,福井県,あわら市,300万円以上 400万円未満,2023-05-04 15:53:38,福井県内には宿泊しない,自分ひとり,"温泉や露天風呂
","インターネット・アプリ
",一乗谷朝倉氏遺跡,選択なし/該当施設なし,,,感じなかった,,,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,,,,,,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",満足,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,越前大野城・城下町 エリア,,,,,,,,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,,,,,,,,,,,,,40代,,,,,,,,,,,"1,000円以上 3,000円未満",,満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,2泊,,,,,,,,,,,,,,,,,,,,49,1974,132301,男,愛知県,名古屋市港区,300万円以上 400万円未満,2023-05-04 15:50:58,奥越前エリア（勝山市・大野市）,中学生以上連れの家族,"名所、旧跡の観光
","観光パンフレット・ポスター
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,,,,,ホテルへいき夕食,,,,,,mobile/android,,,,,,,,,,石川県加賀市,,,"自家用車
",とても満足,"10,000円以上 20,000円未満","20,000円以上 30,000円未満",,初めて,,,"1,000円以上 3,000円未満",,,,,,,,大本山 永平寺,,,,,,,,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,,,,,,,,,,,,,30代,,,,,,,,,,,"20,000円以上 30,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,,,,,,,,,30,1993,132482,女,愛知県,一宮市,800万円以上 900万円未満,2023-05-04 15:50:31,三国・あわらエリア（あわら市・坂井市）,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
","Instagram
",東尋坊,選択なし/該当施設なし,,,感じた,,,,機会があれば行きたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,,,,,,,,,,,mobile/iphone,,,,,,,,,,石川県加賀市,,,"自家用車
",とても満足,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",,2～5回目,,,"1,000円以上 3,000円未満",,,,,,,,大本山 永平寺,,,,,,,,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,,,,,,,,,,,,,30代,,,,,,,,,,,"5,000円以上 10,000円未満",,とても満足,,,,,,,,,,5月,,,,,,,,,,,,,,,,,,,,,,,2泊,,,,,,,,,,,,,,,,,,,,36,1987,132483,男,愛知県,一宮市,700万円以上 800万円未満,2023-05-04 15:50:08,福井エリア（福井市・永平寺町）,夫婦2人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
まちあるき、都市散策
ドライブ・ツーリング
","インターネット・アプリ
",選択なし/該当施設なし,選択なし/該当施設なし,,,感じなかった,,,,また行きたい（1年以内）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
